day,hour,overallAQI,status
150,13,72,Moderate
150,14,110,Unhealthy
150,15,68,Moderate
150,16,88,Moderate
150,17,52,Moderate
150,18,84,Moderate
150,19,71,Moderate
150,20,75,Moderate
150,21,51,Moderate
150,22,71,Moderate
150,23,107,Unhealthy
151,0,81,Moderate
151,1,75,Moderate
151,2,69,Moderate
151,3,95,Moderate
151,4,98,Moderate
151,5,100,Moderate
151,6,108,Unhealthy
151,7,71,Moderate
151,8,97,Moderate
151,9,69,Moderate
151,10,130,Unhealthy
151,11,78,Moderate
151,12,116,Unhealthy
151,13,61,Moderate
151,14,65,Moderate
151,15,110,Unhealthy
151,16,54,Moderate
151,17,107,Unhealthy
151,18,93,Moderate
151,19,94,Moderate
151,20,122,Unhealthy
151,21,105,Unhealthy
151,22,123,Unhealthy
151,23,86,Moderate
152,0,54,Moderate
152,1,63,Moderate
152,2,115,Unhealthy
152,3,122,Unhealthy
152,4,68,Moderate
152,5,105,Unhealthy
152,6,115,Unhealthy
152,7,98,Moderate
152,8,55,Moderate
152,9,86,Moderate
152,10,82,Moderate
152,11,85,Moderate
152,12,125,Unhealthy
152,13,122,Unhealthy
152,14,97,Moderate
152,15,120,Unhealthy
152,16,109,Unhealthy
152,17,126,Unhealthy
152,18,91,Moderate
152,19,124,Unhealthy
152,20,54,Moderate
152,21,113,Unhealthy
152,22,114,Unhealthy
152,23,62,Moderate
153,0,100,Moderate
153,1,127,Unhealthy
153,2,84,Moderate
153,3,108,Unhealthy
153,4,117,Unhealthy
153,5,50,Good
153,6,105,Unhealthy
153,7,93,Moderate
153,8,82,Moderate
153,9,102,Unhealthy
153,10,102,Unhealthy
153,11,125,Unhealthy
153,12,99,Moderate
153,13,55,Moderate
153,14,98,Moderate
153,15,80,Moderate
153,16,72,Moderate
153,17,75,Moderate
153,18,50,Good
153,19,69,Moderate
153,20,95,Moderate
153,21,106,Unhealthy
153,22,120,Unhealthy
153,23,59,Moderate
154,0,99,Moderate
154,1,72,Moderate
154,2,109,Unhealthy
154,3,57,Moderate
154,4,50,Good
154,5,57,Moderate
154,6,106,Unhealthy
154,7,118,Unhealthy
154,8,80,Moderate
154,9,81,Moderate
154,10,107,Unhealthy
154,11,90,Moderate
154,12,97,Moderate
154,13,68,Moderate
154,14,76,Moderate
154,15,66,Moderate
154,16,115,Unhealthy
154,17,98,Moderate
154,18,109,Unhealthy
154,19,125,Unhealthy
154,20,78,Moderate
154,21,91,Moderate
154,22,96,Moderate
154,23,115,Unhealthy
155,0,61,Moderate
155,1,108,Unhealthy
155,2,54,Moderate
155,3,115,Unhealthy
155,4,70,Moderate
155,5,84,Moderate
155,6,105,Unhealthy
155,7,51,Moderate
155,8,53,Moderate
155,9,51,Moderate
155,10,104,Unhealthy
155,11,75,Moderate
155,12,75,Moderate
155,13,76,Moderate
155,14,57,Moderate
155,15,129,Unhealthy
155,16,92,Moderate
155,17,63,Moderate
155,18,104,Unhealthy
155,19,73,Moderate
155,20,104,Unhealthy
155,21,69,Moderate
155,22,129,Unhealthy
155,23,123,Unhealthy
156,0,125,Unhealthy
156,1,57,Moderate
156,2,114,Unhealthy
156,3,73,Moderate
156,4,65,Moderate
156,5,128,Unhealthy
156,6,53,Moderate
156,7,54,Moderate
156,8,123,Unhealthy
156,9,130,Unhealthy
156,10,81,Moderate
156,11,79,Moderate
156,12,51,Moderate
156,13,130,Unhealthy
156,14,102,Unhealthy
156,15,110,Unhealthy
156,16,76,Moderate
156,17,111,Unhealthy
156,18,119,Unhealthy
156,19,67,Moderate
156,20,128,Unhealthy
156,21,106,Unhealthy
156,22,81,Moderate
156,23,94,Moderate
157,0,67,Moderate
157,1,130,Unhealthy
157,2,84,Moderate
157,3,82,Moderate
157,4,121,Unhealthy
157,5,96,Moderate
157,6,90,Moderate
157,7,128,Unhealthy
157,8,117,Unhealthy
157,9,83,Moderate
157,10,116,Unhealthy
157,11,68,Moderate
157,12,67,Moderate
157,13,54,Moderate
157,14,100,Moderate
157,15,104,Unhealthy
157,16,98,Moderate
157,17,95,Moderate
157,18,100,Moderate
157,19,59,Moderate
157,20,70,Moderate
157,21,58,Moderate
157,22,106,Unhealthy
157,23,110,Unhealthy
158,0,86,Moderate
158,1,103,Unhealthy
158,2,119,Unhealthy
158,3,115,Unhealthy
158,4,97,Moderate
158,5,115,Unhealthy
158,6,116,Unhealthy
158,7,57,Moderate
158,8,114,Unhealthy
158,9,84,Moderate
158,10,83,Moderate
158,11,76,Moderate
158,12,89,Moderate
158,13,82,Moderate
158,14,85,Moderate
158,15,99,Moderate
158,16,114,Unhealthy
158,17,90,Moderate
158,18,86,Moderate
158,19,89,Moderate
158,20,112,Unhealthy
158,21,54,Moderate
158,22,87,Moderate
158,23,86,Moderate
159,0,97,Moderate
159,1,75,Moderate
159,2,52,Moderate
159,3,73,Moderate
159,4,115,Unhealthy
159,5,91,Moderate
159,6,50,Good
159,7,92,Moderate
159,8,126,Unhealthy
159,9,63,Moderate
159,10,100,Moderate
159,11,57,Moderate
159,12,65,Moderate
159,13,129,Unhealthy
159,14,66,Moderate
159,15,120,Unhealthy
159,16,82,Moderate
159,17,78,Moderate
159,18,118,Unhealthy
159,19,94,Moderate
159,20,65,Moderate
159,21,79,Moderate
159,22,62,Moderate
159,23,67,Moderate
160,0,50,Good
160,1,121,Unhealthy
160,2,128,Unhealthy
160,3,83,Moderate
160,4,128,Unhealthy
160,5,84,Moderate
160,6,114,Unhealthy
160,7,113,Unhealthy
160,8,88,Moderate
160,9,97,Moderate
160,10,118,Unhealthy
160,11,113,Unhealthy
160,12,98,Moderate
160,13,65,Moderate
160,14,109,Unhealthy
160,15,110,Unhealthy
160,16,104,Unhealthy
160,17,95,Moderate
160,18,53,Moderate
160,19,102,Unhealthy
160,20,86,Moderate
160,21,96,Moderate
160,22,109,Unhealthy
160,23,82,Moderate
161,0,100,Moderate
161,1,59,Moderate
161,2,54,Moderate
161,3,72,Moderate
161,4,88,Moderate
161,5,61,Moderate
161,6,110,Unhealthy
161,7,104,Unhealthy
161,8,73,Moderate
161,9,77,Moderate
161,10,73,Moderate
161,11,62,Moderate
161,12,130,Unhealthy
161,13,125,Unhealthy
161,14,107,Unhealthy
161,15,107,Unhealthy
161,16,95,Moderate
161,17,50,Good
161,18,122,Unhealthy
161,19,107,Unhealthy
161,20,57,Moderate
161,21,98,Moderate
161,22,57,Moderate
161,23,111,Unhealthy
162,0,69,Moderate
162,1,56,Moderate
162,2,96,Moderate
162,3,127,Unhealthy
162,4,88,Moderate
162,5,117,Unhealthy
162,6,64,Moderate
162,7,73,Moderate
162,8,101,Unhealthy
162,9,87,Moderate
162,10,77,Moderate
162,11,82,Moderate
162,12,129,Unhealthy
162,13,126,Unhealthy
162,14,53,Moderate
162,15,126,Unhealthy
162,16,66,Moderate
162,17,88,Moderate
162,18,98,Moderate
162,19,62,Moderate
162,20,107,Unhealthy
162,21,71,Moderate
162,22,102,Unhealthy
162,23,62,Moderate
163,0,129,Unhealthy
163,1,84,Moderate
163,2,83,Moderate
163,3,83,Moderate
163,4,115,Unhealthy
163,5,80,Moderate
163,6,96,Moderate
163,7,53,Moderate
163,8,88,Moderate
163,9,110,Unhealthy
163,10,55,Moderate
163,11,52,Moderate
163,12,127,Unhealthy
163,13,117,Unhealthy
163,14,57,Moderate
163,15,118,Unhealthy
163,16,128,Unhealthy
163,17,74,Moderate
163,18,109,Unhealthy
163,19,116,Unhealthy
163,20,52,Moderate
163,21,96,Moderate
163,22,102,Unhealthy
163,23,67,Moderate
164,0,128,Unhealthy
164,1,64,Moderate
164,2,130,Unhealthy
164,3,76,Moderate
164,4,78,Moderate
164,5,78,Moderate
164,6,122,Unhealthy
164,7,116,Unhealthy
164,8,104,Unhealthy
164,9,98,Moderate
164,10,68,Moderate
164,11,76,Moderate
164,12,122,Unhealthy
164,13,115,Unhealthy
164,14,71,Moderate
164,15,66,Moderate
164,16,117,Unhealthy
164,17,128,Unhealthy
164,18,92,Moderate
164,19,95,Moderate
164,20,100,Moderate
164,21,66,Moderate
164,22,91,Moderate
164,23,87,Moderate
165,0,102,Unhealthy
165,1,126,Unhealthy
165,2,52,Moderate
165,3,75,Moderate
165,4,117,Unhealthy
165,5,88,Moderate
165,6,111,Unhealthy
165,7,79,Moderate
165,8,63,Moderate
165,9,84,Moderate
165,10,63,Moderate
165,11,96,Moderate
165,12,72,Moderate
165,13,62,Moderate
165,14,120,Unhealthy
165,15,62,Moderate
165,16,113,Unhealthy
165,17,69,Moderate
165,18,105,Unhealthy
165,19,70,Moderate
165,20,85,Moderate
165,21,128,Unhealthy
165,22,114,Unhealthy
165,23,61,Moderate
166,0,52,Moderate
166,1,53,Moderate
166,2,95,Moderate
166,3,114,Unhealthy
166,4,84,Moderate
166,5,82,Moderate
166,6,51,Moderate
166,7,74,Moderate
166,8,101,Unhealthy
166,9,55,Moderate
166,10,90,Moderate
166,11,75,Moderate
166,12,87,Moderate
166,13,74,Moderate
166,14,63,Moderate
166,15,84,Moderate
166,16,94,Moderate
166,17,127,Unhealthy
166,18,52,Moderate
166,19,85,Moderate
166,20,105,Unhealthy
166,21,85,Moderate
166,22,63,Moderate
166,23,82,Moderate
167,0,123,Unhealthy
167,1,124,Unhealthy
167,2,67,Moderate
167,3,105,Unhealthy
167,4,78,Moderate
167,5,93,Moderate
167,6,93,Moderate
167,7,90,Moderate
167,8,92,Moderate
167,9,117,Unhealthy
167,10,126,Unhealthy
167,11,96,Moderate
167,12,80,Moderate
167,13,78,Moderate
167,14,106,Unhealthy
167,15,73,Moderate
167,16,128,Unhealthy
167,17,78,Moderate
167,18,83,Moderate
167,19,81,Moderate
167,20,72,Moderate
167,21,104,Unhealthy
167,22,73,Moderate
167,23,79,Moderate
168,0,106,Unhealthy
168,1,65,Moderate
168,2,99,Moderate
168,3,79,Moderate
168,4,79,Moderate
168,5,85,Moderate
168,6,124,Unhealthy
168,7,124,Unhealthy
168,8,72,Moderate
168,9,118,Unhealthy
168,10,77,Moderate
168,11,77,Moderate
168,12,113,Unhealthy
168,13,51,Moderate
168,14,126,Unhealthy
168,15,83,Moderate
168,16,71,Moderate
168,17,65,Moderate
168,18,130,Unhealthy
168,19,84,Moderate
168,20,104,Unhealthy
168,21,84,Moderate
168,22,112,Unhealthy
168,23,72,Moderate
169,0,97,Moderate
169,1,54,Moderate
169,2,117,Unhealthy
169,3,67,Moderate
169,4,64,Moderate
169,5,86,Moderate
169,6,79,Moderate
169,7,110,Unhealthy
169,8,91,Moderate
169,9,117,Unhealthy
169,10,83,Moderate
169,11,117,Unhealthy
169,12,129,Unhealthy
169,13,95,Moderate
169,14,72,Moderate
169,15,87,Moderate
169,16,88,Moderate
169,17,105,Unhealthy
169,18,59,Moderate
169,19,102,Unhealthy
169,20,74,Moderate
169,21,63,Moderate
169,22,124,Unhealthy
169,23,76,Moderate
170,0,60,Moderate
170,1,53,Moderate
170,2,83,Moderate
170,3,62,Moderate
170,4,102,Unhealthy
170,5,113,Unhealthy
170,6,109,Unhealthy
170,7,97,Moderate
170,8,121,Unhealthy
170,9,97,Moderate
170,10,122,Unhealthy
170,11,87,Moderate
170,12,87,Moderate
170,13,72,Moderate
170,14,98,Moderate
170,15,82,Moderate
170,16,111,Unhealthy
170,17,51,Moderate
170,18,118,Unhealthy
170,19,63,Moderate
170,20,81,Moderate
170,21,130,Unhealthy
170,22,93,Moderate
170,23,113,Unhealthy
171,0,82,Moderate
171,1,102,Unhealthy
171,2,78,Moderate
171,3,57,Moderate
171,4,117,Unhealthy
171,5,57,Moderate
171,6,73,Moderate
171,7,99,Moderate
171,8,50,Good
171,9,86,Moderate
171,10,61,Moderate
171,11,97,Moderate
171,12,82,Moderate
171,13,83,Moderate
171,14,75,Moderate
171,15,127,Unhealthy
171,16,64,Moderate
171,17,116,Unhealthy
171,18,116,Unhealthy
171,19,91,Moderate
171,20,95,Moderate
171,21,58,Moderate
171,22,93,Moderate
171,23,67,Moderate
172,0,65,Moderate
172,1,68,Moderate
172,2,106,Unhealthy
172,3,107,Unhealthy
172,4,87,Moderate
172,5,122,Unhealthy
172,6,74,Moderate
172,7,129,Unhealthy
172,8,70,Moderate
172,9,123,Unhealthy
172,10,114,Unhealthy
172,11,113,Unhealthy
172,12,108,Unhealthy
172,13,94,Moderate
172,14,130,Unhealthy
172,15,83,Moderate
172,16,74,Moderate
172,17,66,Moderate
172,18,67,Moderate
172,19,97,Moderate
172,20,55,Moderate
172,21,77,Moderate
172,22,65,Moderate
172,23,63,Moderate
173,0,58,Moderate
173,1,124,Unhealthy
173,2,120,Unhealthy
173,3,106,Unhealthy
173,4,121,Unhealthy
173,5,109,Unhealthy
173,6,92,Moderate
173,7,74,Moderate
173,8,109,Unhealthy
173,9,53,Moderate
173,10,90,Moderate
173,11,128,Unhealthy
173,12,90,Moderate
173,13,89,Moderate
173,14,118,Unhealthy
173,15,59,Moderate
173,16,100,Moderate
173,17,112,Unhealthy
173,18,55,Moderate
173,19,124,Unhealthy
173,20,102,Unhealthy
173,21,125,Unhealthy
173,22,117,Unhealthy
173,23,125,Unhealthy
174,0,102,Unhealthy
174,1,127,Unhealthy
174,2,51,Moderate
174,3,125,Unhealthy
174,4,109,Unhealthy
174,5,83,Moderate
174,6,75,Moderate
174,7,103,Unhealthy
174,8,74,Moderate
174,9,72,Moderate
174,10,63,Moderate
174,11,76,Moderate
174,12,87,Moderate
174,13,77,Moderate
174,14,111,Unhealthy
174,15,54,Moderate
174,16,53,Moderate
174,17,87,Moderate
174,18,109,Unhealthy
174,19,89,Moderate
174,20,100,Moderate
174,21,74,Moderate
174,22,87,Moderate
174,23,67,Moderate
175,0,112,Unhealthy
175,1,121,Unhealthy
175,2,59,Moderate
175,3,86,Moderate
175,4,120,Unhealthy
175,5,128,Unhealthy
175,6,117,Unhealthy
175,7,56,Moderate
175,8,68,Moderate
175,9,59,Moderate
175,10,117,Unhealthy
175,11,124,Unhealthy
175,12,92,Moderate
175,13,97,Moderate
175,14,78,Moderate
175,15,91,Moderate
175,16,94,Moderate
175,17,104,Unhealthy
175,18,103,Unhealthy
175,19,85,Moderate
175,20,96,Moderate
175,21,105,Unhealthy
175,22,61,Moderate
175,23,50,Good
176,0,105,Unhealthy
176,1,114,Unhealthy
176,2,50,Good
176,3,109,Unhealthy
176,4,91,Moderate
176,5,54,Moderate
176,6,123,Unhealthy
176,7,115,Unhealthy
176,8,118,Unhealthy
176,9,96,Moderate
176,10,79,Moderate
176,11,116,Unhealthy
176,12,56,Moderate
176,13,79,Moderate
176,14,112,Unhealthy
176,15,108,Unhealthy
176,16,73,Moderate
176,17,53,Moderate
176,18,64,Moderate
176,19,89,Moderate
176,20,61,Moderate
176,21,62,Moderate
176,22,94,Moderate
176,23,94,Moderate
177,0,94,Moderate
177,1,61,Moderate
177,2,97,Moderate
177,3,76,Moderate
177,4,98,Moderate
177,5,118,Unhealthy
177,6,77,Moderate
177,7,120,Unhealthy
177,8,51,Moderate
177,9,65,Moderate
177,10,61,Moderate
177,11,60,Moderate
177,12,90,Moderate
177,13,114,Unhealthy
177,14,62,Moderate
177,15,130,Unhealthy
177,16,67,Moderate
177,17,64,Moderate
177,18,81,Moderate
177,19,104,Unhealthy
177,20,123,Unhealthy
177,21,95,Moderate
177,22,62,Moderate
177,23,105,Unhealthy
178,0,52,Moderate
178,1,64,Moderate
178,2,73,Moderate
178,3,94,Moderate
178,4,113,Unhealthy
178,5,56,Moderate
178,6,118,Unhealthy
178,7,91,Moderate
178,8,51,Moderate
178,9,124,Unhealthy
178,10,78,Moderate
178,11,124,Unhealthy
178,12,122,Unhealthy
178,13,123,Unhealthy
178,14,83,Moderate
178,15,97,Moderate
178,16,57,Moderate
178,17,74,Moderate
178,18,66,Moderate
178,19,122,Unhealthy
178,20,57,Moderate
178,21,124,Unhealthy
178,22,58,Moderate
178,23,53,Moderate
179,0,89,Moderate
179,1,88,Moderate
179,2,99,Moderate
179,3,93,Moderate
179,4,98,Moderate
179,5,98,Moderate
179,6,102,Unhealthy
179,7,61,Moderate
179,8,85,Moderate
179,9,120,Unhealthy
179,10,53,Moderate
179,11,94,Moderate
179,12,56,Moderate
179,13,55,Moderate
179,14,115,Unhealthy
179,15,77,Moderate
179,16,81,Moderate
179,17,57,Moderate
179,18,73,Moderate
179,19,59,Moderate
179,20,63,Moderate
179,21,74,Moderate
179,22,54,Moderate
179,23,116,Unhealthy
180,0,87,Moderate
180,1,122,Unhealthy
180,2,55,Moderate
180,3,96,Moderate
180,4,99,Moderate
180,5,107,Unhealthy
180,6,63,Moderate
180,7,119,Unhealthy
180,8,112,Unhealthy
180,9,65,Moderate
180,10,123,Unhealthy
180,11,54,Moderate
180,12,117,Unhealthy
180,13,60,Moderate
180,14,128,Unhealthy
180,15,67,Moderate
180,16,75,Moderate
180,17,130,Unhealthy
180,18,127,Unhealthy
180,19,57,Moderate
180,20,57,Moderate
180,21,62,Moderate
180,22,107,Unhealthy
180,23,120,Unhealthy
181,0,103,Unhealthy
181,1,65,Moderate
181,2,95,Moderate
181,3,88,Moderate
181,4,88,Moderate
181,5,126,Unhealthy
181,6,110,Unhealthy
181,7,51,Moderate
181,8,89,Moderate
181,9,118,Unhealthy
181,10,117,Unhealthy
181,11,101,Unhealthy
181,12,112,Unhealthy
181,13,75,Moderate
181,14,60,Moderate
181,15,103,Unhealthy
181,16,125,Unhealthy
181,17,83,Moderate
181,18,69,Moderate
181,19,127,Unhealthy
181,20,69,Moderate
181,21,51,Moderate
181,22,59,Moderate
181,23,119,Unhealthy
182,0,95,Moderate
182,1,50,Good
182,2,128,Unhealthy
182,3,105,Unhealthy
182,4,63,Moderate
182,5,88,Moderate
182,6,116,Unhealthy
182,7,90,Moderate
182,8,111,Unhealthy
182,9,130,Unhealthy
182,10,115,Unhealthy
182,11,56,Moderate
182,12,77,Moderate
182,13,118,Unhealthy
182,14,61,Moderate
182,15,111,Unhealthy
182,16,116,Unhealthy
182,17,55,Moderate
182,18,58,Moderate
182,19,70,Moderate
182,20,101,Unhealthy
182,21,76,Moderate
182,22,68,Moderate
182,23,89,Moderate
183,0,127,Unhealthy
183,1,58,Moderate
183,2,127,Unhealthy
183,3,91,Moderate
183,4,50,Good
183,5,130,Unhealthy
183,6,107,Unhealthy
183,7,104,Unhealthy
183,8,122,Unhealthy
183,9,94,Moderate
183,10,89,Moderate
183,11,63,Moderate
183,12,77,Moderate
183,13,59,Moderate
183,14,129,Unhealthy
183,15,109,Unhealthy
183,16,95,Moderate
183,17,120,Unhealthy
183,18,87,Moderate
183,19,76,Moderate
183,20,57,Moderate
183,21,117,Unhealthy
183,22,87,Moderate
183,23,62,Moderate
184,0,70,Moderate
184,1,129,Unhealthy
184,2,61,Moderate
184,3,88,Moderate
184,4,70,Moderate
184,5,82,Moderate
184,6,97,Moderate
184,7,77,Moderate
184,8,61,Moderate
184,9,113,Unhealthy
184,10,110,Unhealthy
184,11,100,Moderate
184,12,96,Moderate
184,13,71,Moderate
184,14,75,Moderate
184,15,66,Moderate
184,16,122,Unhealthy
184,17,65,Moderate
184,18,52,Moderate
184,19,111,Unhealthy
184,20,129,Unhealthy
184,21,100,Moderate
184,22,122,Unhealthy
184,23,76,Moderate
185,0,100,Moderate
185,1,55,Moderate
185,2,116,Unhealthy
185,3,52,Moderate
185,4,96,Moderate
185,5,86,Moderate
185,6,97,Moderate
185,7,70,Moderate
185,8,52,Moderate
185,9,109,Unhealthy
185,10,76,Moderate
185,11,109,Unhealthy
185,12,73,Moderate
185,13,86,Moderate
185,14,94,Moderate
185,15,82,Moderate
185,16,100,Moderate
185,17,110,Unhealthy
185,18,87,Moderate
185,19,108,Unhealthy
185,20,59,Moderate
185,21,123,Unhealthy
185,22,102,Unhealthy
185,23,125,Unhealthy
186,0,119,Unhealthy
186,1,57,Moderate
186,2,72,Moderate
186,3,72,Moderate
186,4,50,Good
186,5,76,Moderate
186,6,72,Moderate
186,7,106,Unhealthy
186,8,124,Unhealthy
186,9,81,Moderate
186,10,73,Moderate
186,11,95,Moderate
186,12,120,Unhealthy
186,13,109,Unhealthy
186,14,107,Unhealthy
186,15,57,Moderate
186,16,96,Moderate
186,17,113,Unhealthy
186,18,96,Moderate
186,19,51,Moderate
186,20,94,Moderate
186,21,70,Moderate
186,22,71,Moderate
186,23,62,Moderate
187,0,65,Moderate
187,1,55,Moderate
187,2,70,Moderate
187,3,65,Moderate
187,4,76,Moderate
187,5,104,Unhealthy
187,6,105,Unhealthy
187,7,99,Moderate
187,8,97,Moderate
187,9,53,Moderate
187,10,82,Moderate
187,11,84,Moderate
187,12,89,Moderate
187,13,74,Moderate
187,14,73,Moderate
187,15,112,Unhealthy
187,16,94,Moderate
187,17,114,Unhealthy
187,18,114,Unhealthy
187,19,112,Unhealthy
187,20,110,Unhealthy
187,21,115,Unhealthy
187,22,76,Moderate
187,23,72,Moderate
188,0,57,Moderate
188,1,119,Unhealthy
188,2,74,Moderate
188,3,129,Unhealthy
188,4,80,Moderate
188,5,109,Unhealthy
188,6,56,Moderate
188,7,91,Moderate
188,8,128,Unhealthy
188,9,108,Unhealthy
188,10,110,Unhealthy
188,11,75,Moderate
188,12,57,Moderate
188,13,100,Moderate
188,14,111,Unhealthy
188,15,81,Moderate
188,16,109,Unhealthy
188,17,85,Moderate
188,18,72,Moderate
188,19,73,Moderate
188,20,108,Unhealthy
188,21,59,Moderate
188,22,69,Moderate
188,23,87,Moderate
189,0,128,Unhealthy
189,1,107,Unhealthy
189,2,124,Unhealthy
189,3,109,Unhealthy
189,4,82,Moderate
189,5,77,Moderate
189,6,62,Moderate
189,7,109,Unhealthy
189,8,95,Moderate
189,9,110,Unhealthy
189,10,65,Moderate
189,11,83,Moderate
189,12,108,Unhealthy
189,13,97,Moderate
189,14,120,Unhealthy
189,15,121,Unhealthy
189,16,118,Unhealthy
189,17,94,Moderate
189,18,76,Moderate
189,19,79,Moderate
189,20,68,Moderate
189,21,76,Moderate
189,22,72,Moderate
189,23,126,Unhealthy
190,0,118,Unhealthy
190,1,118,Unhealthy
190,2,92,Moderate
190,3,110,Unhealthy
190,4,91,Moderate
190,5,118,Unhealthy
190,6,54,Moderate
190,7,109,Unhealthy
190,8,74,Moderate
190,9,114,Unhealthy
190,10,60,Moderate
190,11,100,Moderate
190,12,60,Moderate
190,13,52,Moderate
190,14,60,Moderate
190,15,87,Moderate
190,16,105,Unhealthy
190,17,82,Moderate
190,18,102,Unhealthy
190,19,94,Moderate
190,20,62,Moderate
190,21,105,Unhealthy
190,22,92,Moderate
190,23,56,Moderate
191,0,101,Unhealthy
191,1,78,Moderate
191,2,75,Moderate
191,3,90,Moderate
191,4,95,Moderate
191,5,97,Moderate
191,6,89,Moderate
191,7,89,Moderate
191,8,54,Moderate
191,9,73,Moderate
191,10,91,Moderate
191,11,87,Moderate
191,12,116,Unhealthy
191,13,100,Moderate
191,14,60,Moderate
191,15,95,Moderate
191,16,97,Moderate
191,17,50,Good
191,18,53,Moderate
191,19,108,Unhealthy
191,20,128,Unhealthy
191,21,70,Moderate
191,22,121,Unhealthy
191,23,85,Moderate
192,0,96,Moderate
192,1,72,Moderate
192,2,113,Unhealthy
192,3,83,Moderate
192,4,78,Moderate
192,5,85,Moderate
192,6,108,Unhealthy
192,7,130,Unhealthy
192,8,79,Moderate
192,9,127,Unhealthy
192,10,82,Moderate
192,11,87,Moderate
192,12,83,Moderate
192,13,125,Unhealthy
192,14,58,Moderate
192,15,86,Moderate
192,16,73,Moderate
192,17,62,Moderate
192,18,89,Moderate
192,19,104,Unhealthy
192,20,115,Unhealthy
192,21,123,Unhealthy
192,22,99,Moderate
192,23,112,Unhealthy
193,0,88,Moderate
193,1,99,Moderate
193,2,61,Moderate
193,3,52,Moderate
193,4,55,Moderate
193,5,67,Moderate
193,6,71,Moderate
193,7,85,Moderate
193,8,104,Unhealthy
193,9,83,Moderate
193,10,60,Moderate
193,11,113,Unhealthy
193,12,107,Unhealthy
193,13,76,Moderate
193,14,121,Unhealthy
193,15,68,Moderate
193,16,63,Moderate
193,17,70,Moderate
193,18,116,Unhealthy
193,19,84,Moderate
193,20,60,Moderate
193,21,88,Moderate
193,22,74,Moderate
193,23,126,Unhealthy
194,0,124,Unhealthy
194,1,122,Unhealthy
194,2,86,Moderate
194,3,129,Unhealthy
194,4,130,Unhealthy
194,5,73,Moderate
194,6,79,Moderate
194,7,114,Unhealthy
194,8,79,Moderate
194,9,57,Moderate
194,10,114,Unhealthy
194,11,65,Moderate
194,12,54,Moderate
194,13,116,Unhealthy
194,14,122,Unhealthy
194,15,117,Unhealthy
194,16,70,Moderate
194,17,59,Moderate
194,18,104,Unhealthy
194,19,127,Unhealthy
194,20,116,Unhealthy
194,21,89,Moderate
194,22,105,Unhealthy
194,23,60,Moderate
195,0,57,Moderate
195,1,117,Unhealthy
195,2,63,Moderate
195,3,70,Moderate
195,4,107,Unhealthy
195,5,103,Unhealthy
195,6,78,Moderate
195,7,62,Moderate
195,8,50,Good
195,9,53,Moderate
195,10,110,Unhealthy
195,11,113,Unhealthy
195,12,65,Moderate
195,13,52,Moderate
195,14,88,Moderate
195,15,51,Moderate
195,16,82,Moderate
195,17,56,Moderate
195,18,67,Moderate
195,19,53,Moderate
195,20,82,Moderate
195,21,102,Unhealthy
195,22,53,Moderate
195,23,100,Moderate
196,0,63,Moderate
196,1,118,Unhealthy
196,2,104,Unhealthy
196,3,78,Moderate
196,4,61,Moderate
196,5,106,Unhealthy
196,6,126,Unhealthy
196,7,52,Moderate
196,8,55,Moderate
196,9,117,Unhealthy
196,10,128,Unhealthy
196,11,101,Unhealthy
196,12,111,Unhealthy
196,13,123,Unhealthy
196,14,70,Moderate
196,15,105,Unhealthy
196,16,69,Moderate
196,17,96,Moderate
196,18,83,Moderate
196,19,100,Moderate
196,20,60,Moderate
196,21,106,Unhealthy
196,22,104,Unhealthy
196,23,105,Unhealthy
197,0,72,Moderate
197,1,87,Moderate
197,2,125,Unhealthy
197,3,104,Unhealthy
197,4,94,Moderate
197,5,120,Unhealthy
197,6,87,Moderate
197,7,80,Moderate
197,8,96,Moderate
197,9,76,Moderate
197,10,53,Moderate
197,11,94,Moderate
197,12,88,Moderate
197,13,87,Moderate
197,14,103,Unhealthy
197,15,60,Moderate
197,16,63,Moderate
197,17,115,Unhealthy
197,18,60,Moderate
197,19,94,Moderate
197,20,112,Unhealthy
197,21,86,Moderate
197,22,66,Moderate
197,23,88,Moderate
198,0,51,Moderate
198,1,122,Unhealthy
198,2,61,Moderate
198,3,72,Moderate
198,4,110,Unhealthy
198,5,83,Moderate
198,6,59,Moderate
198,7,100,Moderate
198,8,130,Unhealthy
198,9,100,Moderate
198,10,102,Unhealthy
198,11,86,Moderate
198,12,84,Moderate
198,13,104,Unhealthy
198,14,75,Moderate
198,15,91,Moderate
198,16,98,Moderate
198,17,90,Moderate
198,18,121,Unhealthy
198,19,125,Unhealthy
198,20,126,Unhealthy
198,21,85,Moderate
198,22,125,Unhealthy
198,23,62,Moderate
199,0,84,Moderate
199,1,111,Unhealthy
199,2,58,Moderate
199,3,123,Unhealthy
199,4,51,Moderate
199,5,96,Moderate
199,6,110,Unhealthy
199,7,64,Moderate
199,8,86,Moderate
199,9,62,Moderate
199,10,86,Moderate
199,11,107,Unhealthy
199,12,64,Moderate
199,13,106,Unhealthy
199,14,61,Moderate
199,15,91,Moderate
199,16,83,Moderate
199,17,130,Unhealthy
199,18,66,Moderate
199,19,127,Unhealthy
199,20,120,Unhealthy
199,21,117,Unhealthy
199,22,74,Moderate
199,23,95,Moderate
200,0,107,Unhealthy
200,1,65,Moderate
200,2,106,Unhealthy
200,3,120,Unhealthy
200,4,98,Moderate
200,5,111,Unhealthy
200,6,99,Moderate
200,7,89,Moderate
